32,42,59,33
63,85,90,50
40,73,69,85
46,78,11,62
92,33,90,35
54,10,82,14
73,45,78,79
8,89,96,100
63,91,38,45
56,10,44,55
33,99,85,43
22,11,24,10
94,68,27,39
72,64,7,74
50,91,30,65
63,6,41,16
94,70,5,80
37,27,46,45
47,44,87,8
81,37,36,90
90,100,12,96
51,44,86,36
2,30,27,52
80,35,52,20
17,70,65,10
72,95,48,83
43,44,73,26
76,24,55,82
90,12,67,4
19,44,85,82
90,15,100,36
22,69,84,64
69,95,98,11
23,84,81,37
38,45,24,21
17,91,41,28
66,42,73,74
94,72,59,36
39,15,2,60
75,97,73,44
87,36,74,23
80,66,29,85
38,99,45,92
49,14,49,22
31,90,77,63
24,32,64,45
53,99,71,90
77,87,24,67
13,90,20,47
94,53,91,92
54,17,30,41
94,10,96,9
75,4,99,24
74,75,60,55
75,9,81,16
4,59,73,57
36,21,3,50
37,75,48,12
73,98,83,58
6,73,56,25
24,50,37,46
75,92,64,16
27,89,74,27
30,51,69,12
8,24,63,13
41,76,86,54
78,46,28,31
55,37,67,74
51,19,25,34
71,76,61,72
14,6,95,81
36,99,12,72
19,64,29,64
53,48,55,94
17,78,8,25
71,65,49,42
71,28,80,36
4,92,13,74
41,76,44,56
48,21,73,93
3,87,48,52
61,95,80,40
72,47,89,15
46,97,56,42
12,47,52,37
2,41,15,27
9,53,57,6
84,100,47,93
8,42,77,33
88,55,53,51
35,91,67,98
74,41,21,37
20,73,71,55
68,21,32,22
7,69,34,57
84,97,31,48
7,91,30,34
55,36,37,16
89,20,66,81
12,48,17,54
31,26,80,57
19,43,51,43
43,34,13,95
61,42,62,14
15,26,18,38
64,78,71,74
94,4,96,79
58,39,46,52
54,50,7,20
65,12,98,7
6,12,69,73
32,23,12,26
23,6,28,52
17,19,80,89
88,58,63,91
66,69,22,68
10,85,17,27
74,95,36,47
48,13,70,8
63,2,90,66
98,80,85,17
83,41,49,29
86,86,48,64
55,21,38,27
55,12,26,36
56,96,22,27
35,78,8,18
30,44,47,6
48,76,4,9
89,80,86,96
26,35,19,91
44,13,20,40
6,14,83,15
83,18,30,22
29,2,84,6
85,20,45,3
17,67,43,3
11,80,72,87
33,43,50,18
22,100,32,68
48,93,62,36
97,35,31,83
16,85,73,71
11,76,29,34
66,73,82,52
79,42,69,31
84,8,87,62
75,30,15,7
38,88,45,55
61,77,3,57
24,16,46,89
82,91,26,30
88,24,11,83
70,22,46,95
51,5,94,15
43,55,10,72
13,49,91,26
65,55,62,58
2,89,40,54
56,40,64,27
47,64,93,26
76,52,67,46
47,27,29,93
50,28,12,87
12,88,31,99
33,6,6,45
30,48,8,98
41,53,56,40
15,9,83,49
94,64,87,15
33,77,43,47
36,53,66,21
76,96,68,6
31,17,58,79
98,16,84,42
77,52,29,27
81,39,39,57
58,94,17,99
39,14,4,82
2,16,98,99
73,30,58,42
20,51,77,57
89,24,73,40
99,88,48,19
12,9,10,96
10,45,52,89
48,64,35,93
44,79,42,97
38,70,33,83
100,76,69,80
25,26,55,80
68,67,32,55
100,69,44,19
72,30,65,49
30,88,8,55
31,40,77,30
72,50,86,47
82,14,100,1
46,50,89,10
19,24,60,76
29,11,52,29
39,90,38,42
61,19,72,31
11,78,94,97
40,92,63,64
91,98,13,13
74,33,81,91
46,14,74,86
9,63,78,9
11,7,36,93
56,82,13,16
27,21,4,77
67,62,41,24
14,45,52,60
79,43,75,36
82,21,77,53
81,14,59,6
7,88,14,96
69,7,19,46
62,69,39,39
6,51,89,44
35,95,71,28
25,50,82,43
36,98,22,81
83,20,3,45
10,25,58,70
92,24,73,25
69,94,64,83
7,15,21,89
25,62,20,64
64,90,44,25
70,88,7,86
18,51,13,6
60,39,96,6
80,38,11,67
85,16,37,90
5,87,92,76
44,9,37,2
32,54,97,91
28,32,27,24
60,7,60,15
32,41,3,14
56,49,38,64
89,72,96,27
74,21,5,74
81,39,85,69
10,93,26,37
14,24,37,83
31,61,66,29
52,46,88,60
69,93,40,49
20,85,54,21
71,33,32,63
9,74,80,93
23,77,4,33
81,70,31,67
37,93,97,23
47,57,63,84
32,99,98,60
38,24,100,41
13,86,60,28
27,10,19,79
14,1,54,68
26,75,45,88
11,71,82,46
95,39,5,22
9,14,36,45
54,58,99,16
68,11,7,73
25,94,22,61
87,88,74,5
90,11,100,78
75,92,14,73
91,50,81,74
62,33,89,98
14,100,67,44
98,74,18,29
88,8,90,99
40,20,35,87
72,72,83,79
86,37,68,19
52,45,2,31
100,95,7,2
22,19,60,45
94,87,15,50
100,6,16,84
47,62,60,23
27,94,36,54
49,40,87,34
34,30,59,64
8,81,77,80
29,42,61,57
4,43,96,43
41,81,96,52
87,28,14,27
38,74,66,86
98,64,65,89
59,41,50,36
47,95,40,35
5,20,15,32
44,17,93,76
33,81,64,65
16,75,20,47
75,68,29,58
33,54,48,28
47,34,89,18
20,62,71,95
1,84,79,100
87,14,35,10
99,60,96,52
20,30,36,80
76,8,19,10
24,50,74,37
69,86,54,61
91,58,18,79
14,93,62,36
73,75,43,78
56,59,11,76
58,93,4,9
97,39,65,5
42,99,39,66
37,8,70,4
52,23,30,59
56,34,99,59
2,90,50,72
80,98,75,37
78,62,92,75
51,28,60,76
37,45,37,89
99,61,7,96
90,71,89,72
69,45,59,55
2,66,56,29
82,49,76,55
66,40,30,9
90,99,46,88
2,21,56,81
77,30,2,45
100,8,40,14
71,95,7,48
99,57,60,40
64,74,43,41
67,57,27,29
56,15,67,41
82,9,62,92
62,16,89,6
68,27,89,100
29,58,36,40
40,95,62,29
18,31,66,30
62,12,22,7
67,38,52,24
85,16,57,50
55,100,99,64
93,20,84,55
59,59,14,92
29,27,12,22
54,9,60,4
35,40,42,10
90,74,31,98
70,84,96,56
5,93,60,27
58,71,2,11
3,34,2,57
19,46,55,55
80,58,99,29
59,52,11,1
87,51,61,44
67,59,5,50
18,58,42,19
66,36,83,3
24,18,68,14
68,4,50,75
32,25,86,97
30,6,57,95
22,74,13,49
54,89,73,96
8,28,74,13
41,61,10,68
74,71,32,94
13,97,70,92
6,70,55,62
45,60,55,50
58,65,44,26
10,67,23,11
68,36,3,24
46,98,71,90
49,20,63,50
72,38,38,8
74,95,20,31
35,12,55,27
52,50,52,58
61,56,25,30
2,62,14,6
34,45,19,7
23,96,67,73
95,77,83,52
81,52,33,49
75,62,17,90
4,5,57,11
98,22,48,99
78,61,96,5
53,31,98,55
36,23,45,96
72,52,30,46
89,99,19,66
68,48,70,30
67,63,2,51
34,55,13,42
63,95,17,60
4,20,96,75
63,84,59,35
83,68,20,54
18,80,41,22
87,42,12,54
84,14,93,11
49,88,8,18
45,56,44,16
91,3,51,43
98,55,71,39
29,40,15,27
46,13,31,20
55,6,40,13
64,7,90,79
9,58,54,78
32,94,90,100
69,77,90,80
68,20,6,43
77,25,34,44
22,87,25,43
10,77,96,42
92,73,1,34
73,99,16,38
47,85,85,8
89,11,95,89
70,82,51,4
73,25,12,41
34,99,75,57
